User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1002934,P00049742,F,36-45,20,B,3,0,8,,,5893
1002935,P00367142,M,26-35,0,B,2,1,11,,,7418
1002938,P00154442,F,26-35,0,B,1,0,8,14,,9708
1002939,P00031142,F,26-35,15,B,1,0,16,,,16370
1002942,P00101342,F,51-55,1,C,1,1,6,8,,20290
1002946,P00245642,M,36-45,16,A,0,1,5,11,12,5454
1002946,P00001042,M,36-45,16,A,0,1,1,2,16,11678
1002946,P00221142,M,36-45,16,A,0,1,1,,,11592
1002949,P00260142,M,26-35,17,B,2,0,5,14,,5442
1002952,P00270242,M,26-35,4,B,1,0,8,,,9820
1002955,P00300042,M,36-45,14,C,3,0,16,,,16586
1002959,P00006242,M,36-45,17,B,0,0,5,,,7185
1002962,P00119342,M,36-45,3,A,2,0,10,13,,14501
1002962,P00317242,M,36-45,3,A,2,0,8,,,6167
1002964,P00116142,M,26-35,17,B,3,0,10,13,16,23809
1002966,P00114942,F,26-35,4,A,2,0,1,15,16,19147
1002967,P00045142,M,26-35,0,A,1,0,1,2,6,3943
1002967,P00004542,M,26-35,0,A,1,0,5,8,,6887
1002968,P00324542,F,18-25,0,A,2,0,5,8,,3508
1002971,P00102642,M,26-35,4,A,4+,0,4,8,9,2069
1002973,P00305042,F,18-25,4,B,1,0,11,13,16,4418
1002977,P00087242,F,18-25,4,A,1,0,14,,,18832
1002979,P00127042,M,36-45,2,B,1,0,4,5,,1396
1002983,P00214242,M,18-25,4,C,1,0,1,16,,19614
1002986,P00021742,M,26-35,4,A,2,1,5,,,7092
1002986,P00028842,M,26-35,4,A,2,1,6,8,,16647
1002986,P00220142,M,26-35,4,A,2,1,1,15,,11564
1002987,P00320742,M,18-25,4,B,4+,0,1,4,9,7857
1002989,P00065342,M,36-45,12,A,1,1,2,15,,6788
1002991,P00089342,M,51-55,1,A,1,1,8,,,9817
1002994,P00327442,M,36-45,5,A,1,1,5,8,,5420
1002994,P00044642,M,36-45,5,A,1,1,1,,,11781
1002995,P00092442,M,26-35,15,A,4+,0,2,4,,9826
1002996,P00048942,M,18-25,0,B,1,0,1,4,,4232
1002996,P00338442,M,18-25,0,B,1,0,1,16,,15410
1002998,P00344842,F,26-35,1,C,0,1,5,,,1964
1003000,P00120042,M,26-35,4,A,1,0,1,2,,15805
1003001,P00231242,M,18-25,4,B,1,0,16,,,12508
1003002,P00119442,M,46-50,11,B,0,0,5,,,8828
1003005,P00274942,M,26-35,17,A,1,0,8,,,9775
1003007,P00058442,M,36-45,0,C,1,1,5,14,,8566
1003009,P00033042,F,36-45,3,A,3,1,5,14,,5220
1003012,P00127642,M,26-35,12,C,1,1,1,2,15,19575
1003013,P00100442,M,46-50,17,B,2,1,2,4,5,13197
1003013,P00274342,M,46-50,17,B,2,1,2,8,14,3758
1003013,P00212142,M,46-50,17,B,2,1,8,,,7803
1003014,P00122542,M,36-45,7,B,4+,1,11,,,4625
1003017,P00170642,F,36-45,9,B,1,0,5,8,,6966
1003017,P00267742,F,36-45,9,B,1,0,5,,,8640
1003018,P00243942,M,36-45,0,B,0,0,1,2,15,11628
1003020,P00109142,F,36-45,7,B,0,0,8,17,,9779
1003022,P00278042,M,26-35,17,C,3,0,1,,,11571
1003024,P00041842,M,36-45,17,A,4+,0,6,8,,12155
1003025,P00267142,F,36-45,0,C,1,0,8,12,,4226
1003026,P00057242,F,18-25,4,B,1,0,5,,,2032
1003029,P00144642,M,18-25,4,A,4+,0,1,15,16,19420
1003029,P00193142,M,18-25,4,A,4+,0,5,,,5179
1003029,P00287442,M,18-25,4,A,4+,0,8,,,9853
1003031,P00304842,M,18-25,4,A,3,0,8,,,7774
1003031,P00206342,M,18-25,4,A,3,0,5,8,,5297
1003032,P00057942,M,26-35,0,A,1,1,1,2,6,19442
1003032,P00356342,M,26-35,0,A,1,1,1,2,8,12098
1003032,P00024442,M,26-35,0,A,1,1,4,5,,3468
1003032,P00180342,M,26-35,0,A,1,1,11,,,7618
1003032,P00124642,M,26-35,0,A,1,1,16,,,20962
1003036,P00356942,M,55+,13,C,1,0,8,17,,9906
1003038,P00084142,F,36-45,2,A,1,1,5,12,,7168
1003042,P00220742,M,55+,1,C,3,0,2,4,9,6959
1003044,P00228042,M,36-45,16,C,1,1,5,,,5258
1003045,P00173042,M,46-50,1,B,2,1,13,15,16,960
1003047,P00286842,F,26-35,4,A,3,0,5,8,,8767
1003050,P00182742,M,36-45,12,B,1,0,1,2,14,11565
1003051,P00249642,M,18-25,17,B,0,0,3,5,,8214
1003051,P00352142,M,18-25,17,B,0,0,1,6,16,11866
1003053,P00177742,F,26-35,3,B,2,1,8,,,6048
1003054,P00365642,M,18-25,4,B,1,1,5,8,,1905
1003054,P00178742,M,18-25,4,B,1,1,5,,,5305
1003055,P00205942,F,26-35,3,C,1,1,5,8,14,7077
1003056,P00208342,M,26-35,18,C,1,1,1,16,,11820
1003058,P00033542,M,18-25,12,C,0,0,5,,,6947
1003064,P00220242,M,36-45,17,C,4+,1,3,12,,13691
1003065,P00036842,F,18-25,4,A,2,0,1,14,16,12036
1003067,P00367942,F,26-35,0,A,1,0,5,,,8736
1003067,P00023042,F,26-35,0,A,1,0,5,14,,6896
1003067,P00347142,F,26-35,0,A,1,0,5,,,7061
1003067,P00025442,F,26-35,0,A,1,0,1,2,9,19534
1003069,P00275842,M,18-25,4,C,3,1,2,9,15,3215
1003072,P00049342,M,51-55,1,B,4+,1,8,,,6019
1003074,P00350642,M,26-35,0,C,4+,1,8,,,8007
1003075,P00129542,F,26-35,11,C,2,1,8,14,,5873
1003080,P00022942,M,26-35,20,A,4+,1,5,8,,7016
1003080,P00277642,M,26-35,20,A,4+,1,2,3,10,12701
1003080,P00315642,M,26-35,20,A,4+,1,8,13,,7886
1003081,P00275842,M,26-35,7,B,1,1,2,9,15,16482
1003082,P00121342,F,36-45,6,B,1,0,1,5,18,15511
1003082,P00028842,F,36-45,6,B,1,0,6,8,,20524
1003083,P00360042,F,51-55,0,C,0,0,8,,,6044
1003085,P00127242,M,26-35,4,C,1,0,1,16,,19002
1003086,P00237642,M,18-25,12,A,1,1,5,14,,5466
1003087,P0094542,F,0-17,1,B,0,0,2,4,9,10051
1003090,P00086442,M,26-35,2,C,4+,0,8,13,15,5893
1003093,P00205942,F,46-50,20,C,2,1,5,8,14,8804
1003095,P00013742,F,26-35,3,B,1,1,5,,,8596
1003096,P00264542,F,46-50,3,C,1,1,2,15,16,13004
1003099,P00205942,M,26-35,17,C,3,1,5,8,14,7128
1003101,P00145742,M,18-25,15,C,0,0,1,2,,19218
1003106,P00112442,M,26-35,0,C,4+,0,6,8,,16195
1003108,P00178342,M,51-55,6,B,1,1,8,,,8142
1003109,P00128942,F,26-35,11,B,4+,0,1,11,,11405
1003110,P00285242,M,26-35,0,B,3,1,17,,,12879
1003111,P00230942,M,18-25,4,C,4+,0,5,14,,6928
1003112,P00248442,M,18-25,12,A,3,0,3,4,,5546
1003114,P00305042,M,18-25,5,C,2,1,11,13,16,4458
1003118,P00276342,M,26-35,0,B,1,0,5,,,7088
1003121,P00001042,M,26-35,2,B,3,0,1,2,16,12031
1003121,P00220342,M,26-35,2,B,3,0,5,,,7155
1003125,P00014542,M,26-35,7,A,1,0,8,,,10045
1003125,P00041942,M,26-35,7,A,1,0,5,18,,5456
1003126,P00151742,M,26-35,2,B,0,1,8,15,16,6071
1003128,P00350142,M,18-25,2,B,3,0,8,17,,7960
1003129,P00294142,M,26-35,7,B,2,0,5,8,15,7063
1003129,P00345742,M,26-35,7,B,2,0,1,2,15,15652
1003131,P00188742,F,26-35,2,C,1,1,8,14,17,4260
1003135,P00131742,M,26-35,15,A,4+,0,8,,,7824
1003138,P00355642,M,36-45,17,C,2,1,16,,,16456
1003140,P00035342,F,26-35,4,C,1,0,2,4,14,13232
1003143,P00108442,F,51-55,16,C,1,1,5,,,6880
1003144,P00110842,F,26-35,7,C,1,0,1,2,5,15391
1003147,P00135542,M,26-35,14,C,0,0,13,,,216
1003150,P00250242,F,26-35,3,C,4+,1,5,,,6857
1003151,P00147742,F,26-35,0,C,1,0,1,16,,19470
1003154,P00171342,F,26-35,4,A,0,0,13,16,,757
1003155,P00128942,M,26-35,7,A,1,0,1,11,,19621
1003158,P0097242,M,26-35,15,B,1,0,1,16,,12051
1003158,P00212542,M,26-35,15,B,1,0,8,14,,5910
1003159,P00237642,F,26-35,15,B,1,0,5,14,,7180
1003167,P00289342,M,26-35,2,C,3,0,5,8,14,8778
1003167,P00245642,M,26-35,2,C,3,0,5,11,12,8706
1003170,P00215642,M,26-35,0,C,4+,0,8,,,3888
1003174,P00102642,F,18-25,14,C,3,1,4,8,9,2814
1003178,P00334242,F,36-45,5,A,4+,0,1,8,,11899
1003180,P00116642,M,26-35,14,B,1,0,5,,,6955
1003180,P00128342,M,26-35,14,B,1,0,5,12,14,1815
1003182,P00065242,M,26-35,12,A,2,1,2,3,4,3256
1003182,P00181642,M,26-35,12,A,2,1,11,16,,3208
1003184,P00189242,F,26-35,18,C,2,1,5,,,5260
1003189,P00130742,M,26-35,16,A,1,0,1,14,17,15539
1003189,P00023042,M,26-35,16,A,1,0,5,14,,5356
1003191,P00165642,M,26-35,12,B,4+,0,1,8,16,11770
1003191,P00328042,M,26-35,12,B,4+,0,8,14,,5986
1003193,P00059742,M,26-35,0,C,4+,1,1,11,15,15742
1003195,P00184942,M,18-25,4,B,4+,0,1,8,17,19169
1003196,P00110842,F,18-25,4,C,4+,0,1,2,5,19268
1003197,P00311742,F,18-25,14,A,4+,0,5,8,14,2028
1003200,P00001142,F,26-35,1,B,4+,0,5,8,14,3572
1003201,P00260042,M,46-50,7,B,0,1,5,8,,8779
1003202,P00279442,F,18-25,4,A,1,0,16,,,20567
1003205,P00046742,F,36-45,16,B,1,0,1,2,15,11565
1003207,P00181542,M,36-45,7,A,0,0,11,16,,7365
1003208,P00208742,M,26-35,14,B,4+,0,1,6,16,12033
1003209,P00019942,M,26-35,0,C,3,0,1,,,4276
1003216,P00211142,M,36-45,1,B,1,0,5,,,6926
1003216,P00043342,M,36-45,1,B,1,0,8,14,,9810
1003217,P00317442,F,36-45,0,A,0,0,1,8,,19245
1003220,P00293242,M,36-45,7,B,0,1,8,16,,5822
1003224,P00000242,F,26-35,14,A,3,1,2,4,9,9957
1003224,P00052442,F,26-35,14,A,3,1,5,8,,6972
1003224,P00056742,F,26-35,14,A,3,1,8,,,7892
1003226,P00294442,M,36-45,4,A,1,1,3,4,12,5342
1003227,P00116842,F,26-35,14,A,2,0,2,5,8,16373
1003227,P00139942,F,26-35,14,A,2,0,5,,,5165
1003229,P00032142,F,55+,1,B,3,0,5,11,,1951
1003231,P00156242,M,26-35,7,A,1,1,4,5,9,2160
1003233,P00238742,M,51-55,2,A,4+,0,13,,,950
1003240,P00033342,M,18-25,4,B,1,0,5,14,,5288
1003242,P00233842,M,51-55,13,C,4+,1,1,15,,15893
1003243,P00270042,M,26-35,12,B,1,1,8,14,,6154
1003248,P00129942,F,26-35,7,B,3,0,8,,,4264
1003253,P00350942,F,36-45,4,B,3,0,3,4,5,8259
1003256,P00296942,M,26-35,15,C,1,1,8,,,3977
1003257,P00248342,M,26-35,14,C,1,0,8,13,,6086
1003259,P00124742,F,18-25,4,A,2,0,10,16,,18923
1003260,P00255742,M,26-35,4,C,2,1,3,4,,10706
1003261,P00214142,M,46-50,20,B,1,1,8,,,6074
1003261,P00316642,M,46-50,20,B,1,1,4,5,,2176
1003263,P00119642,M,51-55,11,A,4+,0,1,2,8,15174
1003265,P00057642,M,26-35,15,A,1,0,1,15,16,19626
1003265,P00114442,M,26-35,15,A,1,0,5,6,,8815
1003266,P00154242,F,26-35,4,A,0,0,8,,,7958
1003268,P00129642,M,26-35,12,C,1,0,5,,,7186
1003270,P00182142,M,18-25,11,C,3,1,1,5,6,15587
1003272,P00105342,M,36-45,0,B,1,0,1,2,15,15879
1003273,P00084842,M,36-45,7,B,1,0,8,16,,8125
1003277,P00294542,M,26-35,17,A,4+,0,8,,,9934
1003280,P00051442,M,26-35,7,B,1,0,8,17,,6128
1003280,P00286742,M,26-35,7,B,1,0,1,16,,11613
1003280,P00216042,M,26-35,7,B,1,0,5,8,,5270
1003281,P00053942,M,26-35,17,C,3,0,1,2,5,12118
1003282,P00084842,M,46-50,3,A,4+,1,8,16,,9944
1003283,P00242142,M,36-45,16,C,0,1,5,9,,7153
1003285,P00270942,M,26-35,4,B,3,0,1,2,15,7591
1003285,P00132542,M,26-35,4,B,3,0,8,,,5899
1003290,P00250342,M,26-35,14,A,1,0,16,,,12560
1003292,P00001142,F,51-55,6,B,3,0,5,8,14,7022
1003292,P00021842,F,51-55,6,B,3,0,5,8,14,7190
1003292,P00176742,F,51-55,6,B,3,0,8,14,,8064
1003292,P00033342,F,51-55,6,B,3,0,5,14,,6962
1003294,P00022942,M,18-25,4,B,3,0,5,8,,5272
1003296,P00182142,M,18-25,14,A,1,1,1,5,6,19377
1003299,P00134142,F,26-35,4,B,2,0,5,,,8749
1003300,P00348942,M,36-45,5,B,1,0,8,13,,9924
1003301,P00114542,F,26-35,2,B,3,0,5,,,5439
1003304,P00005042,F,46-50,5,B,1,1,6,16,,16001
1003307,P00139542,M,51-55,6,C,1,1,5,,,5205
1003308,P00074242,F,18-25,20,B,3,1,5,,,3658
1003308,P00190342,F,18-25,20,B,3,1,4,12,,2852
1003308,P00039442,F,18-25,20,B,3,1,11,16,,3002
1003309,P00313342,M,26-35,17,C,2,1,5,,,5211
1003311,P00112542,M,26-35,4,A,4+,0,1,11,15,15587
1003311,P00313042,M,26-35,4,A,4+,0,5,14,,5338
1003311,P00293242,M,26-35,4,A,4+,0,8,16,,5838
1003312,P00309942,F,18-25,4,A,3,0,5,,,7100
1003312,P00084342,F,18-25,4,A,3,0,13,16,,742
1003312,P00115542,F,18-25,4,A,3,0,8,,,10060
1003312,P00188442,F,18-25,4,A,3,0,5,7,,5309
1003313,P00176842,M,36-45,20,A,2,0,12,14,,1412
1003314,P00249642,M,26-35,7,C,2,0,3,5,,13481
1003314,P00244142,M,26-35,7,C,2,0,1,2,15,11752
1003315,P00174442,M,26-35,12,B,1,1,5,,,7172
1003317,P00217942,M,26-35,4,A,4+,1,5,,,7143
1003319,P00356642,F,55+,13,B,1,1,8,17,,7767
1003320,P00303342,M,26-35,1,B,1,1,1,16,,7851
1003321,P00313542,M,36-45,1,A,1,0,5,8,,8573
1003323,P00270242,M,36-45,14,C,2,1,8,,,7811
1003326,P00221642,M,46-50,7,C,3,1,5,15,,3599
1003327,P00002442,M,18-25,12,B,4+,0,8,15,,6139
1003327,P00135742,M,18-25,12,B,4+,0,6,8,,12621
1003328,P0095442,M,55+,19,C,2,1,4,5,13,3485
1003329,P00194442,M,51-55,18,B,1,1,5,,,3658
1003332,P00249642,M,26-35,7,B,2,1,3,5,,13449
1003335,P00112142,M,26-35,0,A,4+,0,1,2,14,15855
1003336,P0098242,M,36-45,17,B,2,1,1,16,,15599
1003336,P00335242,M,36-45,17,B,2,1,5,8,,5324
1003339,P00271142,M,26-35,17,C,0,0,5,,,8659
1003342,P00234742,F,26-35,5,C,1,0,8,,,6200
1003345,P00145042,M,26-35,7,C,4+,0,1,2,5,15839
1003346,P00178542,M,36-45,7,B,3,1,8,13,,7890
1003349,P00154642,F,18-25,4,B,1,0,8,,,9783
1003353,P00127542,M,36-45,17,A,3,0,1,2,15,15492
1003356,P00198042,M,36-45,7,C,2,1,11,16,,6105
1003357,P00356242,M,26-35,18,C,2,1,5,,,8686
1003358,P00009342,F,26-35,1,B,3,0,1,16,,4347
1003361,P00118142,M,26-35,4,B,0,0,8,17,,8021
1003363,P00205942,F,36-45,9,B,2,1,5,8,14,6894
1003365,P00233942,M,51-55,17,C,3,1,1,15,,15515
1003365,P00206042,M,51-55,17,C,3,1,5,,,5202
1003367,P00087842,M,51-55,16,A,1,1,12,,,1416
1003368,P00184942,M,26-35,14,C,1,1,1,8,17,11377
1003370,P00046142,M,18-25,4,C,1,0,1,16,,11506
1003371,P00127242,M,26-35,2,A,3,0,1,16,,4532
1003371,P00266542,M,26-35,2,A,3,0,2,16,,12962
1003377,P00204342,M,26-35,17,C,1,0,15,16,,9063
1003380,P00109542,M,51-55,0,B,2,1,8,14,17,9736
1003381,P00296042,M,26-35,0,C,1,1,8,13,16,6082
1003384,P00113242,M,36-45,7,C,1,0,1,6,8,19412
1003389,P00118142,M,18-25,0,A,0,0,8,17,,9867
1003389,P00117042,M,18-25,0,A,0,0,1,2,5,11677
1003389,P00112142,M,18-25,0,A,0,0,1,2,14,19121
1003390,P00178042,F,46-50,20,C,1,1,8,14,,9997
1003391,P00059442,M,18-25,4,A,0,0,6,8,16,20022
1003391,P00237542,M,18-25,4,A,0,0,1,15,16,19393
1003391,P00210142,M,18-25,4,A,0,0,14,,,7382
1003391,P00148442,M,18-25,4,A,0,0,2,16,,15983
1003391,P00340642,M,18-25,4,A,0,0,5,,,3704
1003393,P00111942,M,36-45,12,C,3,1,8,17,,9899
1003394,P00071442,M,36-45,7,B,4+,0,15,17,,21274
1003394,P00119642,M,36-45,7,B,4+,0,1,2,8,11825
1003398,P00015142,M,18-25,20,C,4+,1,5,,,6870
1003400,P00266542,M,26-35,14,C,4+,1,2,16,,16207
1003401,P00220942,M,36-45,7,B,1,0,18,,,2278
1003401,P00226742,M,36-45,7,B,1,0,11,,,6142
1003401,P00048142,M,36-45,7,B,1,0,1,16,,12097
1003401,P00321942,M,36-45,7,B,1,0,5,,,6981
1003402,P00211042,M,36-45,20,B,4+,0,5,,,5229
1003403,P00315642,M,36-45,5,C,1,0,8,13,,10058
1003406,P00113642,F,26-35,7,C,4+,0,8,,,9862
1003409,P00057642,M,26-35,4,C,4+,1,1,15,16,19193
1003410,P00001642,M,36-45,1,B,3,1,8,16,,6120
1003410,P00247042,M,36-45,1,B,3,1,5,14,,3496
1003411,P00126142,M,18-25,4,A,4+,0,8,16,,8034
1003413,P00110542,F,26-35,17,B,2,0,8,,,9695
1003414,P00321342,M,26-35,17,C,1,1,1,,,12005
1003416,P00075442,M,26-35,12,B,4+,1,5,11,,5259
1003416,P00171642,M,26-35,12,B,4+,1,5,8,14,7020
1003417,P00129442,F,18-25,2,C,2,1,5,8,,7057
1003418,P00175742,F,18-25,3,C,4+,0,8,17,,5899
1003420,P00154642,F,26-35,7,A,3,0,8,,,5830
1003421,P00212542,M,46-50,7,B,3,1,8,14,,7946
1003422,P00251242,M,26-35,5,B,2,0,5,11,,6940
1003424,P00293242,M,26-35,6,C,1,1,8,16,,9831
1003425,P00034042,M,18-25,20,A,1,0,1,2,16,11824
1003428,P00004742,M,46-50,1,C,4+,1,6,16,,8702
1003430,P00116142,F,46-50,1,B,1,1,10,13,16,19086
1003430,P00333042,F,46-50,1,B,1,1,5,8,,6933
1003432,P00119742,M,26-35,12,C,4+,0,5,8,12,8808
1003434,P00022142,M,18-25,4,B,1,0,1,,,4060
1003436,P00368042,M,36-45,0,C,1,0,2,15,,15913
1003439,P00346342,M,18-25,17,C,3,0,1,15,,15668
1003441,P00303442,F,26-35,14,A,2,0,1,8,14,7715
1003442,P00111042,M,18-25,12,B,3,0,15,,,20799
1003444,P00070342,M,51-55,14,C,1,1,1,2,14,7854
1003446,P00070242,M,26-35,7,C,1,0,5,11,,7123
1003450,P00037142,M,26-35,5,B,3,0,1,2,5,19210
1003453,P00359242,M,36-45,7,C,1,0,1,5,17,15190
1003453,P00313442,M,36-45,7,C,1,0,5,6,8,5306
1003454,P00214242,M,18-25,0,A,1,1,1,16,,15874
1003454,P00207942,M,18-25,0,A,1,1,6,8,,15929
1003458,P00347842,M,46-50,0,C,1,0,5,14,,8634
1003460,P00173742,M,0-17,4,B,1,0,1,5,8,19156
1003462,P00102942,F,26-35,4,B,3,0,1,14,,12046
1003462,P00307642,F,26-35,4,B,3,0,5,6,,3491
1003464,P00174442,F,26-35,14,B,4+,1,5,,,7176
1003466,P00182242,M,26-35,14,B,1,0,1,5,6,19264
1003469,P00317642,M,46-50,17,B,3,1,1,2,17,15648
1003469,P00115642,M,46-50,17,B,3,1,8,14,,9924
1003471,P00113542,M,18-25,4,A,1,0,8,17,,6048
1003471,P00163142,M,18-25,4,A,1,0,6,8,,12619
1003471,P00168742,M,18-25,4,A,1,0,1,5,,8070
1003471,P00219342,M,18-25,4,A,1,0,5,14,,3633
1003473,P00040442,F,36-45,16,A,1,1,5,14,,3765
1003475,P00160342,M,26-35,14,A,1,0,8,,,9715
1003475,P00204242,M,26-35,14,A,1,0,6,8,,16524
1003475,P00115242,M,26-35,14,A,1,0,5,8,,6874
1003476,P00226342,M,51-55,0,B,2,1,11,15,,1683
1003476,P00232042,M,51-55,0,B,2,1,11,,,1562
1003479,P00250642,M,18-25,4,C,2,0,11,,,2946
1003482,P00044442,M,51-55,17,C,2,1,1,16,,15637
1003483,P00028842,F,46-50,7,B,0,1,6,8,,20650
1003483,P00351142,F,46-50,7,B,0,1,1,8,17,18968
1003484,P00188442,M,18-25,4,C,1,0,5,7,,7118
1003487,P00085942,M,18-25,4,A,1,1,2,4,8,10075
1003487,P00233542,M,18-25,4,A,1,1,1,15,,8220
1003490,P00058642,M,26-35,0,C,4+,1,18,,,3082
1003491,P00335242,M,26-35,16,B,1,0,5,8,,7025
1003491,P00258542,M,26-35,16,B,1,0,11,,,7473
1003493,P00002142,M,26-35,17,C,1,0,1,5,8,11619
1003497,P00240242,F,36-45,2,A,2,0,1,15,16,15416
1003499,P00127942,M,26-35,3,A,2,0,1,2,5,7602
1003499,P00157542,M,26-35,3,A,2,0,8,14,,7968
1003499,P00346742,M,26-35,3,A,2,0,11,16,,1682
1003503,P00259342,M,18-25,4,B,0,0,5,9,,8870
1003503,P00000242,M,18-25,4,B,0,0,2,4,9,13170
1003504,P00111842,M,18-25,7,B,1,0,8,,,9831
1003505,P00005142,F,26-35,15,A,0,1,5,,,7031
1003507,P00005042,M,26-35,0,A,3,0,6,16,,20231
1003507,P00312342,M,26-35,0,A,3,0,8,,,9953
1003507,P00122442,M,26-35,0,A,3,0,1,11,15,4003
1003507,P00016342,M,26-35,0,A,3,0,1,2,8,7686
1003509,P00310342,M,18-25,4,A,0,0,6,8,,8534
1003509,P00157642,M,18-25,4,A,0,0,1,14,16,11936
1003510,P00100642,F,18-25,4,B,1,1,5,15,,3458
1003512,P00028842,M,18-25,17,A,2,0,6,8,,16440
1003512,P00112842,M,18-25,17,A,2,0,8,17,,9825
1003513,P00162442,M,26-35,16,C,1,0,1,16,,4016
1003515,P00282242,M,36-45,3,C,0,0,5,8,17,8691
1003516,P00155442,M,18-25,4,C,0,0,1,11,15,8291
1003518,P00018842,F,18-25,7,A,2,0,8,,,6062
1003518,P00288042,F,18-25,7,A,2,0,8,,,5945
1003519,P00295842,F,26-35,14,A,1,1,5,8,,3684
1003519,P00101042,F,26-35,14,A,1,1,5,12,,6950
1003519,P00143642,F,26-35,14,A,1,1,1,2,6,11442
1003521,P00291942,M,26-35,0,B,3,0,8,17,,6169
1003521,P00218342,M,26-35,0,B,3,0,5,,,5414
1003524,P00039442,F,26-35,0,C,4+,0,11,16,,6050
1003526,P00040142,M,36-45,2,B,1,1,5,,,3567
1003526,P00245842,M,36-45,2,B,1,1,5,7,,3642
1003526,P00102942,M,36-45,2,B,1,1,1,14,,3971
1003526,P00277142,M,36-45,2,B,1,1,11,16,,1557
1003527,P00182342,M,26-35,0,B,2,1,1,5,6,15194
1003529,P00346242,F,46-50,1,C,0,1,1,15,,12108
1003532,P00058442,F,36-45,14,B,1,0,5,14,,8708
1003536,P00174442,M,18-25,4,C,0,0,5,,,7192
1003538,P00204742,M,36-45,0,C,2,1,8,,,7836
1003539,P00138142,F,26-35,4,A,1,1,8,14,,5951
1003539,P00047742,F,26-35,4,A,1,1,16,,,16182
1003539,P00051042,F,26-35,4,A,1,1,8,,,6164
1003539,P00215642,F,26-35,4,A,1,1,8,,,7790
1003540,P00034742,M,18-25,17,B,2,1,5,14,17,8799
1003543,P00084442,M,26-35,17,C,2,1,13,16,,928
1003546,P00173342,M,26-35,20,B,3,0,1,6,14,15251
1003546,P00163742,M,26-35,20,B,3,0,5,6,8,5147
1003547,P00254242,M,36-45,16,A,2,0,5,11,12,5162
1003549,P00034242,F,36-45,7,C,4+,0,5,8,14,7086
1003551,P00161042,F,55+,0,C,0,1,14,16,,15190
1003555,P00142142,M,55+,7,C,1,0,1,2,15,19286
1003557,P00266542,M,18-25,5,B,0,1,2,16,,12751
1003558,P00160042,M,18-25,17,A,3,0,1,13,16,15337
1003560,P00028842,F,26-35,6,B,4+,1,6,8,,20494
1003562,P00197042,F,26-35,6,B,4+,0,5,,,8736
1003562,P00118042,F,26-35,6,B,4+,0,8,,,8051
1003562,P00112542,F,26-35,6,B,4+,0,1,11,15,11975
1003563,P00021642,M,26-35,2,A,3,0,8,14,,7913
1003565,P00154042,M,26-35,18,C,2,1,1,2,15,19316
1003567,P00031042,M,26-35,14,C,1,1,8,,,9918
1003569,P00073642,F,18-25,2,B,1,0,8,,,7800
1003569,P00117442,F,18-25,2,B,1,0,5,14,,1721
1003572,P00296242,M,36-45,11,C,1,0,8,,,9721
1003573,P00000142,M,0-17,10,B,1,0,3,4,5,8214
1003576,P00233542,M,51-55,7,B,3,1,1,15,,12117
1003576,P00282042,M,51-55,7,B,3,1,5,15,,5223
1003577,P00266942,F,55+,0,C,2,0,8,13,14,9847
1003578,P00058442,M,51-55,3,C,0,1,5,14,,8667
1003579,P00009342,M,18-25,0,C,2,0,1,16,,19539
1003582,P00277642,F,36-45,0,C,1,0,2,3,10,6462
1003585,P00019042,M,36-45,20,A,0,1,5,8,14,7066
1003586,P0095542,M,36-45,20,A,2,1,2,4,9,12835
1003588,P00177842,M,26-35,2,B,4+,0,8,,,6038
1003589,P00322942,F,46-50,0,B,1,1,2,8,16,3198
1003589,P00140742,F,46-50,0,B,1,1,1,15,,15257
1003589,P00277442,F,46-50,0,B,1,1,1,6,15,15244
1003590,P00344542,F,18-25,15,A,1,0,16,,,16284
1003590,P00302742,F,18-25,15,A,1,0,8,,,7910
1003592,P00259842,F,55+,2,B,2,1,1,14,16,15461
1003593,P00129442,F,26-35,9,C,1,0,5,8,,6892
1003596,P00291942,F,36-45,4,A,3,0,8,17,,9929
1003600,P00288642,M,36-45,20,B,4+,1,16,,,20513
1003600,P00080342,M,36-45,20,B,4+,1,1,6,8,19025
1003601,P00173242,F,36-45,3,B,0,0,5,,,6908
1003602,P00010742,M,26-35,12,C,3,0,1,8,17,15445
1003603,P00022342,F,36-45,7,B,0,1,8,16,,2012
1003605,P00354042,M,18-25,12,A,2,0,1,6,,15684
1003607,P00244242,M,36-45,17,C,0,0,1,2,15,4068
1003609,P00325742,F,26-35,17,C,3,0,2,9,,13265
1003610,P00284142,M,18-25,6,B,4+,0,3,4,,2656
1003610,P00368442,M,18-25,6,B,4+,0,11,,,1642
1003612,P00284042,M,26-35,14,C,1,1,8,17,,6123
1003613,P00313442,M,26-35,0,C,1,1,5,6,8,7042
1003615,P00325442,M,26-35,17,C,2,0,15,,,17241
1003618,P00177142,M,55+,17,A,4+,1,8,13,,7783
1003618,P00006942,M,55+,17,A,4+,1,1,5,6,7596
1003618,P00320142,M,55+,17,A,4+,1,1,8,,8224
1003618,P00226142,M,55+,17,A,4+,1,8,9,,6028
1003618,P00245842,M,55+,17,A,4+,1,5,7,,5480
1003619,P00128942,M,51-55,16,B,3,1,1,11,,15851
1003620,P00305142,M,26-35,7,A,1,0,1,,,11711
1003621,P00147342,M,18-25,4,B,3,0,15,16,,13133
1003624,P00187442,M,26-35,12,B,0,1,2,4,5,13300
